,gross_income,employee_payroll_tax,employer_payroll_tax,ordinary_income_after_401k,agi,taxable_income,deduction_type,deductions,personal_exemption_amt,pease_limitation_amt,income_tax_before_credits,qualified_income_tax,selected_tax_before_credits,amt,income_tax_before_credits_with_amt,ctc,actc,eitc,personal_credit,income_tax_after_nonrefundable_credits,income_tax_after_credits,tax_burden,tax_wedge,avg_effective_tax_rate,avg_effective_tax_rate_wo_payroll
634,6350.0,485.775,485.775,6350.0,6350.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,485.5882352941177,300,0.0,-485.59,0.19,485.96,0.0,-0.0765
635,6360.0,486.53999999999996,486.53999999999996,6360.0,6360.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,486.3529411764706,300,0.0,-486.35,0.19,486.73,0.0,-0.0765
636,6370.0,487.305,487.305,6370.0,6370.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,487.1176470588236,300,0.0,-487.12,0.19,487.49,0.0,-0.0765
637,6380.0,488.07,488.07,6380.0,6380.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,487.8823529411765,300,0.0,-487.88,0.19,488.26,0.0,-0.0765
638,6390.0,488.83500000000004,488.83500000000004,6390.0,6390.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,488.64705882352945,300,0.0,-488.65,0.19,489.02,0.0,-0.0765
639,6400.0,489.6,489.6,6400.0,6400.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,489.4117647058824,300,0.0,-489.41,0.19,489.79,0.0,-0.0765
640,6410.0,490.365,490.365,6410.0,6410.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,490.1764705882353,300,0.0,-490.18,0.19,490.55,0.0,-0.0765
641,6420.0,491.13,491.13,6420.0,6420.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,490.9411764705883,300,0.0,-490.94,0.19,491.32,0.0,-0.0765
642,6430.0,491.89500000000004,491.89500000000004,6430.0,6430.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,491.7058823529412,300,0.0,-491.71,0.19,492.08,0.0,-0.0765
643,6440.0,492.65999999999997,492.65999999999997,6440.0,6440.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,492.47058823529414,300,0.0,-492.47,0.19,492.85,0.0,-0.0765
644,6450.0,493.42499999999995,493.42499999999995,6450.0,6450.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,493.2352941176471,300,0.0,-493.24,0.18,493.61,0.0,-0.0765
645,6460.0,494.19,494.19,6460.0,6460.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,494.00000000000006,300,0.0,-494.0,0.19,494.38,0.0,-0.0765
646,6470.0,494.955,494.955,6470.0,6470.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,494.764705882353,300,0.0,-494.76,0.19,495.15,0.0,-0.0765
647,6480.0,495.72,495.72,6480.0,6480.0,0.0,standard,18300.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,495.5294117647059,300,0.0,-495.53,0.19,495.91,0.0,-0.0765
